id,text,label,category,source
MSG_A_03330,canadian pharmacy retrovir page is loading . . image not showing ? see message here . bye bye 8 % rnd _ body,SCAM,Unclassified,Combined Dataset
MSG_A_08659,I send the print outs da.,SAFE,Unclassified,Combined Dataset
MSG_A_00134,"re : new eol product the texas gas group will definitely be rolling out a "" super peak "" 5 x 8 product for gas delivery from 1300 to 2100 cdt . if we decide to roll out another product , probably a "" peak "" 5 xl 2 ( 900 to 2100 cdt ) we will let you know sometime today . we will relay the prices to you on monday . dale neuner 06 / 23 / 2000 09 : 43 am to : steve venturatos / hou / ect @ ect , melba lozano / hou / ect @ ect , sheri thomas / hou / ect @ ect , robert b cass / hou / ect @ ect cc : subject : re : new eol product steve - one issue that immediately comes to mind is the ' general terms and conditions ' ability to handle intra - day nominations . . this may require a new product type and gtc . are we presently trading this product otc , or is this unprecedented ? dale to : dale neuner / hou / ect @ ect cc : subject : new eol product - - - - - - - - - - - - - - - - - - - - - - forwarded by melba lozano / hou / ect on 06 / 23 / 2000 09 : 30 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : steve venturatos 06 / 23 / 2000 09 : 29 am to : sheri thomas / hou / ect @ ect , melba lozano / hou / ect @ ect cc : subject : new eol product we are finalizing plans to introduce a new gas products ( s ) for july . the product ( s ) would be an hourly product either 5 x 8 or 5 xl 2 or 5 xl 6 . even though we have not decided which product to introduce , i thought i would give you a heads up to keep you in the loop .",SAFE,Unclassified,Combined Dataset
MSG_A_07908,Watching tv lor. Nice one then i like lor.,SAFE,Unclassified,Combined Dataset
MSG_A_04029,"panenergy marketing march 2000 production deal # 157288 per our conversation yesterday afternoon , pls . separate the centena term deal from the spot deal in sitara for march 2000 production . also , i need to have the price for the east texas redelivery changed in sitara from hs index CURRENCY_TOKEN - . 085 to hs index CURRENCY_TOKEN - . 0825 . this is per the contract the price for this redelivery point . thanks katherine 5 - 8643",SAFE,Unclassified,Combined Dataset
MSG_A_06642,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,SAFE,Unclassified,Combined Dataset
MSG_A_00819,"re : tuesday , december 26 th mary - i can come in on tuesday . mary poorman @ enron 12 / 20 / 2000 08 : 34 am to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect , sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary poorman / na / enron @ enron , eddie janzen / na / enron @ enron cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect subject : tuesday , december 26 th we will need a small staff to handle potential trades for wed . the 27 th . most of the pipelines are out of the office , so i would expect the work load to be minimal . i plan on coming in , and would like to have a minimum of three on staff , so i need two volunteers ( one offsystem , just in case ) . if anyone is going to be in town , please forward a number , in case we need to call any additional people in , or have you work on a laptop from home . i will get with you after the new year to make up the holiday you miss , or , you can schedule your day now , i have the calendars . also , i will be out on vacation friday , dec . 22 nd and will need someone to send the nominations to the plants , i don ' t expect to have full system coverage , just hpl / hpl and hpl / ena as needed . let me know if you are interested in learning how to do this . thank you , mary",SAFE,Unclassified,Combined Dataset
MSG_A_05104,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",SAFE,Unclassified,Combined Dataset
MSG_A_01596,"mobil beaumont refinery just wanted to thank everybody who works with mobil beaumont refinery . our former three year deal with them expired september 30 . last week , we ( finally ) executed a new contract that keeps hpl as their largest natural gas supplier through september 30 , 2002 . also , when their volumes go up in early 2001 , they will once again be hpl ' s single largest industrial customer . everybody ' s hard work in keeping this customer happy has paid off . although they can be very demanding to work with ( particularly now that they are part of exxon ) , they know that hpl provides them the best overall service . please pass on thanks to anyone i ' ve left off the list who has worked with mobil beaumont refinery . have a great 2001 . lee papayoti 713 - 853 - 5923",SAFE,Unclassified,Combined Dataset
MSG_A_00833,"union carbide - texas city change in their safety net gas : effective 3 pm today - increase it from 9 , 000 / d to 14 , 000 / d , so total flow at hpl meter would be 24 , 000 / d effective 9 am tomorrow 12 / 20 / 00 , decrease safety - net gas down to 6 , 000 / d , so total flow at hpl meter would be 16 , 000 / d",SAFE,Unclassified,Combined Dataset
MSG_A_03381,"f . o . m . hpl nom . eff . may 1 , 2001 the nomination for may 1 was not available until today . the nom was rolled from april at 5 , 100 / d . the nomination of 5 , 000 / d has been made retroactive to may 1 . bob - - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 05 / 01 / 2001 01 : 46 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - bob withers on 05 / 01 / 2001 12 : 13 : 02 pm to : "" bob cotten ( e - mail ) "" cc : "" tom acton ( e - mail ) "" , knox westmoreland , stretch brennan subject : f . o . m . hpl nom . eff . may 1 , 2001 this is the estimated josey ranch nomination for the month of may 2001 . the hpl nomination volume to be effective 5 / 1 / 2001 is : 5 , 000 mmbtu / day for kcs resources 1 , 200 mmbtu / day for texaco 6 , 200 mmbtu / day total ( assumed btu factor of 1 . 078 @ 14 . 65 dry ) if you need additional information , kcs ' field contact is stretch brennan in victoria : 512 / 576 - 1005 . bob withers > < kcs energy , inc . 5555 san felipe , suite 1200 houston , tx 77056 voice 713 - 964 - 9434 fax 713 - 877 - 1394",SAFE,Unclassified,Combined Dataset
MSG_A_02425,"fw : kind of neat ! alumni - - - - - original message - - - - - from : fletcher , thomas sent : thursday , july 13 , 2000 8 : 42 am to : walker , cole ; jackson , todd ; abbott , todd ; susie , catherine ; weygandt , andrew ; dewey , daniel ; glover , rusty ; beard , jaime subject : fw : kind of neat ! alumni - - - - - original message - - - - - from : eric wilson [ mailto : ebwilson 72 @ hotmail . com ] sent : wednesday , july 12 , 2000 5 : 13 pm subject : fwd : kind of neat ! alumni > from : "" jana haggard "" > to : eve . marek @ wcom . com , charlottehamil @ hotmail . com , coreyswift @ hotmail . com , > ebwilson 72 @ hotmail . com , adflower @ hotmail . com , leslye @ netcommander . com > subject : fwd : kind of neat ! alumni > date : thu , 06 jul 2000 06 : 42 : 12 pdt > > > > > > > > someone has put together a listing of ? every high > > > > > > school in america . you go to your > > > > > > state , pick your > > > > > > city , then pick your school and > > > > > > year > > > > > > and add your name > > > > > > and contact point and you can > > > > > > contact > > > > > > anyone from your > > > > > > class that is already there . > > > > > > whoever > > > > > > did this was very > > > > > > thorough . > > > > > > http : / / www . highschoolalumni . com / > > > > > > > > > > > > be sure to forward this to > > > > > > everyone > > > > > > you know . . . the > > > > > > more people you send it ? to , the > > > > > > faster this website > > > > > > grows and the quicker you find > > > > > > your > > > > > > former classmates ! > > > > > > phillipines 4 : 13 > > > > rick reding > > rdreding @ hotmail . com > > reding _ videography @ prodigy . net > > > > > > > get your private , free e - mail from msn hotmail at http : / / www . hotmail . com",SAFE,Unclassified,Combined Dataset
MSG_A_08403,No need lar i go engin? Cos my sis at arts today...,SAFE,Unclassified,Combined Dataset
MSG_A_01712,the only solution to penis growth limited time offer : increase atleast 3 inches or your money back - - - > visit us and learn more ! no thanks,SCAM,Unclassified,Combined Dataset
MSG_A_01281,"guadalupe i rolled 740208 , 740209 , 740210 and 740235 into june . ena is dealing with guadalupe on deals 819592 , 819594 , 819596 and 819598 . we are backing these deals with aep deals . . . 819593 , 819595 , 819597 and 819599 . there were three george smith ' s in the system so please let him know these deal numbers . dave",SAFE,Unclassified,Combined Dataset
MSG_A_08207,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,SAFE,Unclassified,Combined Dataset
MSG_A_00740,"re : cornhusker if the plants become an external counterparty , the fee should probably go back to the scale in the original contract . the assumption being that the original plant financing could afford the escalating fee . let me know if you want me to look into it any further . thanks bob daren j farmer @ ect 09 / 20 / 2000 07 : 38 am to : thomas a martin / hou / ect @ ect , bob m hall / na / enron @ enron , steve jackson / hou / ect @ ect cc : subject : cornhusker please read the message below . what do you think about increasing the fee ? d - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 09 / 20 / 2000 07 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - - john griffith @ enron 09 / 19 / 2000 11 : 28 am to : daren j farmer / hou / ect @ ect cc : subject : cornhusker darren , how are things going ? just a note to reiterate what we talked about yesterday . rick hill wanted to know what the admin fee would be if the fee was for an outside counterparty . this admin fee would be for the life of the project ( through 2019 ) . also , mike mazowita should be calling you to talk about the plant being down this week through the end of the month . please let me know if you have any questions or concerns . thanks . john",SAFE,Unclassified,Combined Dataset
MSG_A_06269,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",SAFE,Unclassified,Combined Dataset
MSG_A_02739,"re : centana storage deal as soon as someone from global counterparties gets here i am going to have them activate the old contracts so that mike can finish pathing . mike - - i will send you an email to let you know when they are active . stephen r . swisher specialist , energy operations enron net works , llc phone : 713 - 345 - 3042 fax : 713 - 345 - 7701 cell : 713 - 540 - 2063 email : stephen . swisher @ enron . com - - - - - original message - - - - - from : wynne , rita sent : tuesday , december 11 , 2001 8 : 08 am to : olsen , michael ; swisher , stephen cc : anastas , sherry ; farmer , daren j . subject : centana storage deal mike / stephen , have the two of you been able to get the deal in for the sale of the centana storage to aep ? please advise . i would like to have this completed for this close if possible . daren - if you are not aware of this transaction , please let me know . thanks !",SAFE,Unclassified,Combined Dataset
MSG_A_07886,"Aight, can you text me the address?",SAFE,Unclassified,Combined Dataset
MSG_A_03133,"revised devon and co - owner availabilities for september fyi . . . . . . . . . . . . . . . . . . . . . . beverly - - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 08 / 30 / 2000 08 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron capital & trade resources corp . from : "" steve holmes "" 08 / 29 / 2000 03 : 57 pm to : cc : subject : revised devon and co - owner availabilities for september beverly , the co - owner volumes have been updated to show a volume for comet petroleum and james d . finley under burnell n . pettus . additionally , devon ' s volume under burnell / n . pettus has also increased slightly . steve - 0900 co - owners volumes to enron . xls - enronavailso 900 revo 2 . xls",SAFE,Unclassified,Combined Dataset
MSG_A_00010,Exclusive deal for our loyal customers: Get 20% off your next purchase with code LOYAL20.,SCAM,Unclassified,Combined Dataset
MSG_A_08374,Hows the pain dear?y r u smiling?,SAFE,Unclassified,Combined Dataset
MSG_A_01710,"i ' m glad we met totally awesome city by city guide of chics that want to meeeeeeeeeeet dudes that want nothing more than to hoooooooooook up for discreeeeet action , nauauauaghty times , wild fun , casual dates or full blown a - nal lnter course , etc . the database is at zero cost to women so it ' s loaded with babes from every single state . you will always find what you are looking for in here , come one come all . nomore if this http : / / yourdatingfun . com / r . html all she gave expellable durham bitterroot gabardine . even though he bullseye rid affricate everthything all she gave despot satin ' chlordane . even though he three contestant gusset amicablefilmalb things that shortcut lookup dinnertime . paliourg @ iit . demokritos . gr .",SCAM,Unclassified,Combined Dataset
MSG_A_09459,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",SCAM,Unclassified,Combined Dataset
MSG_A_00818,"prissy abe dainty bifocal kalmia coarsen bob calumniate chaparral cavernous hey , ci a l is , no explanation necessary . . . dena koehler clumsy , deemphasize japan , lever . begrudge . guesswork , coco discernible , natalie . camden . pickaxe , equinoctial liquor , olympia . eightieth . denominateo , omen 5 gradual , shift . harold . estimable , cereus genotype , lunar . homo . belgian , fraudulent bowl , intersperse . chancery . bedim , crimea committing , negligible . halogen . indigo , defend iv , deed . continuant . bond , basidiomycetes haystack , assort . policeman . bayreuth , accretion diversify , donnelly . haze . arcana , paperweight abuse , instrument . cornstarch . dividend , ani could , bantus . egocentric . minutemen , saracen carbonyl , fredericksburg . hausdorff . divide , dana cartographer , bicameral . autosuggestible . guernsey , provocation legitimacy , ninetieth . badge . infinitive , shan ' t cationic , commendatory . exemption . attention , grave cube , bater . hash . aborning , agglomerate 3 gnomon , pomp . longhorn . domino , ben courtroom , editorial . gaylord . freehold , chaplaincy saga , bitnet . guelph . chop , coop extol , abetted . hostelry . libretto , glans cackle , erect . albumin . alcove , pall oldster , coat . haddock . placater , espionage fuji , adhesive . benson . automata , buildup engel , croft . blackwell . buchanan , bimonthly ameliorate , carriage . bar . exacter , ketosis deceit , geology . prodigal . prevention , heredity haddock , angstrom . pelvis . greenhouse , curb mettlesome , rhapsody . americium . inane , courier",SCAM,Unclassified,Combined Dataset
MSG_A_05797,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS..,SAFE,Unclassified,Combined Dataset
MSG_A_09415,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,SAFE,Unclassified,Combined Dataset
MSG_A_00586,"well heads daran , we have a few volume changes for the lst of march , first eog has changed there volume for the gas at meter 6296 from 11 , 036 to 7100 . i ran into laurie allen in the hall and she said we were heavy there and that she would visit with you abut it . the second one is cokinos , they will not confirm the volume at meter 9656 . we have 922 and they want that they want 950 . i looked up there nom and that is what they asked for . not much of a change . last is the one that you faxed down to me this mornings . basin exploration wants to drop there nom due to well problems from 896 to 1 . for the whole month . let me know what you think and i ' ll get after it . tom cat ! ! !",SAFE,Unclassified,Combined Dataset
MSG_A_04337,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",SAFE,Unclassified,Combined Dataset
MSG_A_09432,Aiyah ok wat as long as got improve can already wat...,SAFE,Unclassified,Combined Dataset
MSG_A_06094,Dunno da next show aft 6 is 850. Toa payoh got 650.,SAFE,Unclassified,Combined Dataset
MSG_A_10326,Your UPI payment of CURRENCY_TOKEN 33040 to Amazon was successful.,SAFE,Unclassified,Indian Financial Synthetic
MSG_A_01223,"tor 0 nto rx top 10 medications in generic form ph 3 ntermlne vlagra clalls ( super vlagra ) vallum xannax amblen paxll vloxx nexlum llpltor copy paste the following url below on your browser b est viewed in interner explorer u n s u b s c r i b e we are located at bze international imports inc , north front st . # 1831 , belize city , belize",SCAM,Unclassified,Combined Dataset
MSG_A_04820,Were gonna go get some tacos,SAFE,Unclassified,Combined Dataset
MSG_A_00040,Last chance to enter our giveaway! Win amazing prizes by signing up now.,SCAM,Unclassified,Combined Dataset
MSG_A_01068,"teco fronterra - here it is - - - - - - - - - - - - - - - - - - - - - - forwarded by janet h wallis / hou / ect on 03 / 08 / 2001 02 : 49 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - bruce sukaly @ enron 03 / 05 / 2001 04 : 52 pm to : stuart zisman / hou / ect @ ect , doug gilbert - smith / corp / enron @ enron , david portz / hou / ect @ ect , janet h wallis / hou / ect @ ect , berney c aucoin / hou / ect @ ect , edith cross / hou / ect @ ect , jason r wiesepape / hou / ect @ ect , michelle parks / corp / enron @ enron cc : subject : teco fronterra - here it is - - - - - - - - - - - - - - - - - - - - - - forwarded by bruce sukaly / corp / enron on 03 / 05 / 2001 04 : 50 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - "" joan johnson "" on 03 / 05 / 2001 04 : 39 : 03 pm to : , , "" dan sanford "" , "" eric bronner "" , "" frank busot "" , "" george d . jennings "" cc : subject : draft energy management services agreement gentlemen : attached please find the first rough draft for discussion purposes only . joan e . johnson paralegal teco energy , inc . phone : ( 813 ) 228 - 4329 fax : ( 813 ) 228 - 1328 jejohnson @ tecoenergy . com - frontera energy agreement clean . doc",SAFE,Unclassified,Combined Dataset
MSG_A_06333,Thank you. I like you as well...,SAFE,Unclassified,Combined Dataset
MSG_A_00635,"josey ranch est . - - apr . 2000 - - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 29 / 2000 03 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - bob withers on 03 / 29 / 2000 03 : 54 : 45 pm to : "" susan trevino ( e - mail ) "" cc : "" taylor vance ( e - mail ) "" , stretch brennan , knox westmoreland , kevin mclarney subject : josey ranch est . - - apr . 2000 this is the estimated josey ranch nomination for the month of april 2000 . the hpl nomination volume to be effective 4 / 1 / 2000 is : 11 , 100 mmbtu / day for kcs resources 1 , 900 mmbtu / day for texaco 13 , 000 mmbtu / day total ( assumed btu factor of 1 . 075 @ 14 . 65 dry ) if you need additional information , kcs ' field contact is stretch brennan in victoria : 512 / 576 - 1005 . bob withers > < kcs energy , 5555 san felipe , suite 1200 houston , tx 77056 voice mail / page 713 - 964 - 9434",SAFE,Unclassified,Combined Dataset
MSG_A_08384,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",SAFE,Unclassified,Combined Dataset
MSG_A_01462,"dobmeos with hgh my energy level has gone up ! stukm introducing doctor - formulated hgh human growth hormone - also called hgh is referred to in medical science as the master hormone . it is very plentiful when we are young , but near the age of twenty - one our bodies begin to produce less of it . by the time we are forty nearly everyone is deficient in hgh , and at eighty our production has normally diminished at least 90 - 95 % . advantages of hgh : - increased muscle strength - loss in body fat - increased bone density - lower blood pressure - quickens wound healing - reduces cellulite - improved vision - wrinkle disappearance - increased skin thickness texture - increased energy levels - improved sleep and emotional stability - improved memory and mental alertness - increased sexual potency - resistance to common illness - strengthened heart muscle - controlled cholesterol - controlled mood swings - new hair growth and color restore read more at this website unsubscribe",SCAM,Unclassified,Combined Dataset
MSG_A_00514,"revision # 1 - enron actuals for july 31 , 2000 teco tap 115 . 000 / hpl gas daily ; ls hpl lsk ic 27 . 500 / enron ; 2 . 500 / hpl gas daily",SAFE,Unclassified,Combined Dataset
MSG_A_06684,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,SAFE,Unclassified,Combined Dataset
MSG_A_02025,"eastrans nomination effective 07 / 01 / 2000 - - - - - forwarded by chad w . cass / gcs / cec / pec on 06 / 26 / 00 03 : 33 pm - - - - - | - - - - - - - - + - - - - - - - - - - - - - - - - - - - - - - - > | | william e . | | | speckels | | | | | | 06 / 26 / 00 | | | 03 : 21 pm | | | | | - - - - - - - - + - - - - - - - - - - - - - - - - - - - - - - - > | | | to : briley @ enron . com , dfarmer @ enron . com , | | stacey . neuweiler @ enron . com , carlos . j . rodriguez @ enron . com , michael r . | | cherry / easttexas / pefs / pec @ pec , chad w . cass / gcs / cec / pec @ pec , julia a . | | urbanek / gcs / cec / pec @ pec , donna c . spencer / gcs / cec / pec @ pec , john a . | | bretz / gcs / cec / pec @ pec , bruce mcmills / ftworth / pefs / pec @ pec , marta k | | henderson / houston / pefs / pec @ pec | | cc : | | subject : eastrans nomination effective 07 / 01 / 2000 | please nominate 32 , 800 mmbtu / d into eastrans effective 7 / 1 / 00 . redeliveries will be made as follows : 25 , 000 mmbtu / d into pg & e 7 , 800 mmbtu / d from fuels cotton valley sent on behalf of bruce mcmills .",SAFE,Unclassified,Combined Dataset
MSG_A_06483,88066 FROM 88066 LOST 3POUND HELP,SCAM,Unclassified,Combined Dataset
MSG_A_10028,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",SAFE,Unclassified,UCI SMS Collection
MSG_A_00696,re : sorry i forgot the attachment . aimee lannou 02 / 05 / 2001 02 : 22 pm to : julie meyers / hou / ect @ ect cc : subject : do you have the feb . buyback and swing deal spreadsheet ? aimee,SAFE,Unclassified,Combined Dataset
MSG_A_00042,You've been selected for a special offer: Get 50% off your next purchase with code SPECIAL50.,SCAM,Unclassified,Combined Dataset
MSG_A_02951,shut - in of # 986315 meter 0986315 shawnee spring common point was shut - in on 6 / 13 / 2000 due to high dew point . repeated attempts by the pumper to dry out the gas have failed . the meter will remain shut - in until the dew point is within pipeline quality specs . gary h . - - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 06 / 15 / 2000 10 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - - from : sean j smith 06 / 14 / 2000 05 : 55 pm to : gary a hanks / hou / ect @ ect cc : subject : # 986315 i received a call from carl drachenberg with hms at approximately 1 : 45 pm on 6 / 13 / 00 stating that he pulled a stick on meter # 986315 and it was wet and flowing at 35 lb . i asked gary hanks what we want to do and he said to have carl notify the producer and shut it in . i notified carl and he got in touch with the producer and they shut the compressor down at approx . 2 pm on 6 / 13 and at that time there wasn ' t any flow . carl came back out there at 8 am on 6 / 14 and closed the valve and removed the chart . there was no flow after they shut the unit down and it was flowing between 500 and 300 mcf . the meter is now out of service . any questions - you know where to find me .,SAFE,Unclassified,Combined Dataset
MSG_A_01876,"enron / hpl actuals for june 30 thru july 2 , 200 june 30 , 2000 teco tap 8 . 750 / enron ; 51 . 250 / gas daily ls hpl lsk ic 30 . 000 / hpl gas daily july 1 , 2000 teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc july 2 , 2000 teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc",SAFE,Unclassified,Combined Dataset
MSG_A_07736,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,SAFE,Unclassified,Combined Dataset
MSG_A_00246,"hpl meter # 985579 gary : hpl received volumes at the above meter during 1 / 1 / 99 thru 6 / 99 . prior to 1 / 1 / 99 , ena was purchasing some of the volumes from i p petroleum under contract # 016 - 44386 - 102 ; deal # 341832 . this deal expired 12 / 31 / 99 , but the volumes continued to flow and be allocated to i p petroleum by pioneer . since there was no deal to cover these volumes , these volumes were allocated to hpl strangers gas contract . volume mgmt had previously requested a deal to cover these volumes from someone , but never received one . here are the months and volumes that need resolution : prod . mth mmbtus jan . 99 6 , 510 feb . 99 6 , 395 mar . 99 14 , 789 apr . 99 16 , 866 may . 99 8 , 415 jun . 99 13 , 858 total 66 , 833 possible solution : 1 . need a deal to cover the periods in question , or 2 . provide authorization to writeoff the volumes . ( print & return original to clem cernosek ) approval to writeoff the volumes to unaccounted for gas loss ps : my understanding is that neither i p petroleum nor pioneer have addressed any issues concerning these volumes .",SAFE,Unclassified,Combined Dataset
MSG_A_09651,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,SAFE,Unclassified,UCI SMS Collection
MSG_A_02089,lonely womenn in your area click here to be removed,SCAM,Unclassified,Combined Dataset
